"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ACA416","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.646","0.84","0.352","0.342","0.689","0.243","0.059","0.326","0.044","0.042","0.312"
"LRL117","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","10.015","4.805","0.474","1.445","1.896","1.56","0.168","0.074","0.027","0.055","0.04"
"MAC426","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.998","5.191","0.988","1.929","2.887","1.944","0.269","0.062","0.036","0.069","0.035"
"ROM406","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.456","0.637","0.336","0.617","0.94","0.278","0.148","0.031","0.018","0.028",""
"CON186","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","","","","","","","","","","",""
"SUM156","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.566","3.879","0.421","1.091","1.5","0.893","","","","",""
"BVL130","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","6.61","4.303","2.732","2.268","4.995","2.068","0.46","0.101","0.083","0.094",""
"OLY421","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.644","1.139","0.654","0.358","1.006","0.35","0.061","0.384","0.051","0.073",""
"BUF603","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.385","0.498","0.173","0.484","0.649","0.204","0.132","0.022","0.019","0.028","0.016"
"ASH135","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.46","0.829","0.227","0.197","0.421","0.298","0.068","0.111","0.021","0.062","0.095"
"NCS415","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.163","0.553","0.108","0.222","0.326","0.162","0.023","0.079","0.014","0.039","0.037"
"DCP114","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.87","3.198","1.9","1.496","3.373","1.544","0.308","0.104","0.066","0.097","0.073"
"VIN140","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.452","1.563","1.315","0.854","2.155","0.691","1.032","0.089","0.073","0.083","0.064"
"WSP144","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","7.961","4.09","1.046","2.275","3.285","1.408","0.203","0.263","0.057","0.07","0.091"
"KEF112","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"YOS404","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.4","0.694","0.323","0.84","1.15","0.284","0.079","0.081","0.021","0.039",""
"IRL141","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.769","3.586","2.148","0.65","2.788","0.717","0.429","2.546","0.363","0.172","3.86"
"BBE401","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.871","2.273","0.405","0.661","1.055","0.709","0.448","0.145","0.039","0.054","0.023"
"MCK131","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","6.964","5.17","1.474","2.404","3.84","2.043","0.292","0.12","0.044","0.073",""
"LRL117","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","","","","","","","","","","",""
"IRL141","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","1.315","2.899","1.694","0.35","2.039","0.491","0.384","3.239","0.428","0.198","4.988"
"PSU106","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","4.638","2.807","1.083","1.038","2.104","1.212","0.28","0.091","0.043","0.071","0.072"
"SPD111","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","5.132","5.181","0.94","1.593","2.508","1.718","","","","",""
"CND125","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.751","4.175","0.705","1.481","2.162","1.431","0.133","0.257","0.052","0.079","0.072"
"PAL190","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.784","1.132","0.59","0.557","1.138","0.411","0.555","0.087","0.046","0.071","0.025"
"VIN140","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","4.619","3.567","1.968","1.2","3.149","1.498","0.866","0.097","0.074","0.115","0.077"
"PED108","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.972","2.7","0.329","0.874","1.189","0.887","0.143","0.136","0.029","0.079","0.057"
"SAN189","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.764","1.754","1.655","0.782","2.425","0.889","0.459","0.052","0.067","0.076","0.039"
"BFT142","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","2.849","3.922","1.361","1.002","2.347","0.911","0.548","1.017","0.143","0.092",""
"GRC474","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.345","0.627","0.27","0.751","1.009","0.224","0.163","0.056","0.024","0.031",""
"GRC474","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.373","0.662","0.298","0.847","1.131","0.228","0.191","0.085","0.029","0.033",""
"CHE185","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.13","2.361","1.376","1.049","2.408","1.009","0.428","0.216","0.055","0.098","0.082"
"SAL133","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","6.074","4.388","3.096","2.223","5.284","2.229","0.387","0.114","0.095","0.096",""
"NCS415","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.209","0.701","0.116","0.233","0.346","0.228","0.026","0.077","0.013","0.034",""
"BFT142","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","2.833","3.779","1.082","0.902","1.97","0.815","0.494","0.917","0.133","0.091","0.762"
"BVL130","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.991","2.621","2.598","1.184","3.764","1.429","0.605","0.09","0.09","0.091","0.082"
"PED108","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"PET427","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.212","0.798","0.312","1.049","1.342","0.288","0.237","0.072","0.034","0.041","0.028"
"DEN417","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.423","0.322","0.065","0.063","0.127","0.106","0.026","0.043","0.012","0.013","0.041"
"SHE604","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.243","0.434","0.28","0.317","0.591","0.206","0.11","0.025","0.02","0.025","0.022"
"BVL130","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.591","4.643","2.546","2.102","4.615","2.079","0.519","0.085","0.085","0.073","0.079"
"QAK172","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","19.315","5.427","1.211","3.693","4.845","1.789","0.316","0.107","0.059","0.072",""
"CHA467","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.581","1.047","0.325","0.565","0.881","0.36","0.266","0.115","0.029","0.041",""
"DIN431","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.317","0.424","0.571","0.418","0.982","0.249","0.333","0.052","0.045","0.052","0.026"
"GRC474","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.35","0.691","0.245","0.754","0.987","0.235","0.14","0.067","0.023","0.026","0.023"
"SAN189","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.461","1.29","1.48","0.57","2.041","0.718","0.459","0.047","0.062","0.06","0.046"
"SPD111","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.294","0.949","0.367","0.522","0.881","0.345","0.275","0.057","0.046","0.063","0.034"
"JOT403","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.692","1.187","1.34","2.544","3.844","0.519","0.284","0.235","0.055","0.062","0.039"
"PNF126","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.21","0.81","0.254","0.436","0.683","0.316","0.087","0.069","0.021","0.047","0.035"
"OXF122","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","10.715","5.092","2.106","2.358","4.448","2.151","0.366","0.135","0.072","0.083",""
"ACA416","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","2.046","2.175","0.602","1.011","1.597","0.524","","","","",""
"CDZ171","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.957","4.64","1.033","2.209","3.207","1.654","0.32","0.085","0.042","0.075",""
"CTH110","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","6.341","3.683","0.777","2.05","2.794","1.358","0.185","0.08","0.031","0.046",""
"YEL408","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.682","0.477","0.175","0.199","0.371","0.195","0.079","0.029","0.013","0.021","0.019"
"BEL116","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.767","1.108","0.821","0.84","1.647","0.475","0.193","0.207","0.044","0.065","0.152"
"CVL151","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.747","3.581","0.579","1.48","2.035","1.088","0.191","0.211","0.045","0.092",""
"LRL117","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","11.605","5.274","0.427","1.622","2.023","1.682","0.165","0.07","0.025","0.053","0.036"
"PIN414","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.287","0.827","0.788","0.648","1.426","0.204","0.154","0.549","0.087","0.069","0.486"
"DEN417","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.375","0.433","0.054","0.074","0.127","0.123","0.025","0.039","0.01","0.013","0.033"
"GRS420","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.795","1.897","0.318","1.145","1.444","0.57","0.196","0.117","0.039","0.059","0.029"
"CKT136","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","6.773","4.301","0.473","2.312","2.748","1.261","0.218","0.064","0.034","0.062",""
"WSP144","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","4.958","3.311","0.979","1.847","2.797","1.161","0.173","0.261","0.056","0.071","0.109"
"KVA428","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"CON186","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.388","0.965","1.263","2.206","3.434","0.432","0.253","0.187","0.055","0.056","0.027"
"MAC426","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","5.126","4.353","0.949","1.711","2.633","1.565","0.248","0.095","0.04","0.08","0.038"
"HWF187","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","","","","","","","","","","",""
"ALH157","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.764","1.304","1.796","0.686","2.471","0.831","0.447","0.079","0.055","0.072","0.065"
"GRC474","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.403","0.756","0.2","0.741","0.929","0.256","0.139","0.06","0.024","0.033","0.02"
"KIC003","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.673","1.387","1.332","0.591","1.913","0.477","1.567","0.068","0.057","0.088","0.045"
"HOW132","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.893","1.435","0.239","0.441","0.674","0.446","0.041","0.145","0.021","0.192","0.063"
"STK138","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","2.804","2.739","2.955","1.073","4.011","1.575","0.64","0.092","0.168","0.078","0.105"
"PAR107","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.797","4.724","0.416","1.304","1.699","1.342","0.348","0.06","0.035","0.116",""
"CAN407","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.542","0.78","0.31","1.061","1.354","0.28","0.22","0.071","0.029","0.043",""
"CDZ171","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","2.028","2.501","0.888","1.238","2.107","0.963","0.332","0.119","0.049","0.085","0.047"
"BWR139","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","7.18","4.606","1.043","2.042","3.053","1.54","0.173","0.327","0.064","0.072","0.105"
"QAK172","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","15.951","5.67","0.971","2.544","3.475","1.767","0.39","0.083","0.072","0.067","0.066"
"VPI120","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","4.348","2.672","0.375","1.079","1.437","0.898","0.156","0.072","0.029","0.072","0.04"
"GRC474","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.23","0.611","0.222","0.495","0.709","0.214","0.161","0.076","0.028","0.029","0.036"
"LYK123","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","6.754","4.261","3.288","2.054","5.309","2.106","0.636","0.128","0.112","0.073",""
"MCK231","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.848","2.54","0.953","1.267","2.2","1.043","0.306","0.092","0.046","0.075","0.047"
"GTH161","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.159","0.464","0.124","0.243","0.363","0.174","0.082","0.021","0.012","0.017","0.013"
"PED108","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.249","4.743","0.366","1.688","2.028","1.58","0.103","0.148","0.032","0.063","0.039"
"MAC426","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.301","1.793","0.844","0.919","1.748","0.733","0.251","0.108","0.038","0.07","0.056"
"WSP144","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.256","1.547","1.117","1.209","2.307","0.643","0.177","0.322","0.056","0.067","0.264"
"YOS404","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.46","0.763","0.404","0.808","1.199","0.304","0.105","0.103","0.025","0.045","0.021"
"GLR468","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.19","0.447","0.191","0.194","0.382","0.183","0.095","0.026","0.02","0.049","0.016"
"DCP114","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","6.68","4.444","1.296","2.083","3.346","1.693","0.279","0.071","0.061","0.072","0.045"
"SEK430","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.777","1.075","0.992","1.164","2.138","0.537","0.234","0.164","0.051","0.121","0.033"
"YEL408","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.527","0.24","0.124","0.144","0.266","0.116","0.087","0.02","0.013","0.032","0.015"
"JOT403","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.365","0.93","0.811","1.621","2.406","0.353","0.238","0.214","0.051","0.068","0.053"
"NCS415","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"JOT403","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.612","1.123","1.306","2.884","4.145","0.507","0.342","0.228","0.059","0.072",""
"PED108","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.882","2.749","0.318","1.014","1.316","0.952","0.117","0.12","0.031","0.077","0.05"
"THR422","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.754","0.988","0.655","0.496","1.143","0.418","0.33","0.059","0.05","0.04","0.022"
"BBE401","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.741","1.881","0.528","0.618","1.137","0.594","0.686","0.16","0.048","0.063","0.026"
"CNT169","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.269","0.493","0.138","0.371","0.503","0.181","0.084","0.021","0.015","0.023","0.012"
"MCK131","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.521","1.264","0.83","0.862","1.678","0.604","0.221","0.078","0.035","0.065","0.038"
"KNZ184","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.484","2.233","2.384","1.085","3.451","1.027","1.105","0.059","0.045","0.069",""
"PIN414","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.297","0.823","0.832","0.558","1.381","0.184","0.152","0.615","0.094","0.065","0.521"
"SAL133","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.977","2.285","2.093","1.298","3.37","1.294","0.401","0.075","0.088","0.078","0.072"
"GLR468","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.493","0.671","0.221","0.296","0.513","0.251","0.117","0.037","0.025","0.05","0.016"
"PSU106","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","10.101","4.591","1.624","2.047","3.638","1.976","0.252","0.11","0.039","0.061",""
"GAS153","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.431","4.832","0.27","1.85","2.091","1.442","0.139","0.151","0.037","0.083","0.038"
"BUF603","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"NEC602","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"PAR107","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.489","1.124","0.459","0.437","0.889","0.4","0.294","0.058","0.031","0.085","0.046"
"THR422","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.227","1.075","0.501","0.669","1.174","0.423","0.224","0.065","0.039","0.04",""
"WST109","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.448","1.1","0.177","0.242","0.415","0.399","0.06","0.076","0.015","0.075","0.068"
"BAS601","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","","","","","","","","","","",""
"BEL116","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.067","2.743","0.773","1.357","2.109","0.991","0.196","0.221","0.049","0.073","0.125"
"PNF126","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.584","1.79","0.3","0.689","0.978","0.629","0.134","0.085","0.028","0.052","0.034"
"SHN418","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"GLR468","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.16","0.515","0.158","0.241","0.396","0.194","0.108","0.036","0.023","0.05","0.02"
"GAS153","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.343","1.046","0.386","0.671","1.046","0.337","0.12","0.203","0.04","0.077","0.095"
"CVL151","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","2.041","3.537","0.587","1.264","1.83","1.08","0.185","0.201","0.045","0.088","0.058"
"HOW132","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.35","0.832","0.223","0.277","0.495","0.296","0.043","0.13","0.02","0.038","0.081"
"GRC474","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.262","0.449","0.24","0.376","0.611","0.156","0.18","0.082","0.026","0.028","0.038"
"LRL117","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","9.328","4.643","0.374","1.293","1.646","1.356","0.174","0.059","0.027","0.053","0.038"
"JOT403","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.601","1.03","0.947","2.317","3.228","0.384","0.323","0.199","0.059","0.072","0.035"
"MAC426","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","4.758","4.635","1.152","1.752","2.877","1.731","0.323","0.12","0.049","0.079","0.042"
"GAS153","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","5.545","4.548","0.325","1.811","2.107","1.347","0.161","0.193","0.047","0.086","0.046"
"CHE185","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.814","3.695","1.403","1.354","2.735","1.517","0.385","0.107","0.042","0.095","0.04"
"BEL116","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","9.775","4.817","0.868","2.148","2.981","1.641","0.188","0.21","0.046","0.079",""
"ABT147","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.598","0.816","0.651","0.734","1.374","0.322","0.088","0.265","0.04","0.05","0.211"
"CDZ171","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","5.628","4.326","1.267","2.077","3.312","1.648","0.298","0.143","0.043","0.074",""
"CDZ171","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.475","3.608","0.909","1.442","2.328","1.314","0.33","0.115","0.047","0.078","0.041"
"ACA416","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.9","2.15","0.517","1.015","1.516","0.529","0.074","0.466","0.057","0.052",""
"BWR139","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.89","1.86","1.128","0.88","1.994","0.768","0.128","0.371","0.057","0.065","0.234"
"ALC188","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.877","2.574","0.677","0.832","1.496","0.508","0.307","0.576","0.096","0.113","0.25"
"CDR119","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.586","1.212","0.321","0.461","0.775","0.457","0.143","0.049","0.022","0.061","0.038"
"CDZ171","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","6.623","4.921","1.289","2.533","3.781","1.867","0.313","0.129","0.043","0.082",""
"UVL124","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","3.231","2.452","1.704","1.171","2.857","1.155","0.344","0.061","0.065","0.062","0.063"
"CAN407","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.323","0.49","0.222","0.544","0.758","0.178","0.22","0.059","0.028","0.035","0.028"
"CDZ171","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.143","1.553","0.683","0.984","1.652","0.591","0.283","0.097","0.037","0.072","0.042"
"VIN140","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","10.072","4.369","2.201","1.608","3.784","1.664","0.951","0.118","0.096","0.088","0.08"
"COW005","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","","","","","","","","","","",""
"YEL408","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.624","0.346","0.128","0.136","0.261","0.143","0.082","0.026","0.012","0.021","0.016"
"SND152","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","5.735","5.687","1.714","2.313","3.991","2.367","","","","",""
"CTH110","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.271","1.723","0.67","0.832","1.488","0.742","0.181","0.062","0.029","0.048","0.046"
"YOS404","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.425","0.513","0.247","0.455","0.695","0.195","0.099","0.096","0.024","0.052","0.035"
"OXF122","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","11.121","4.709","1.89","2.88","4.724","1.874","","","","",""
"YEL408","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.574","0.465","0.183","0.192","0.372","0.202","0.087","0.026","0.015","0.026","0.016"
"COW137","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.188","0.735","0.186","0.285","0.467","0.253","0.073","0.069","0.02","0.074","0.045"
"WNC429","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.251","0.55","0.359","0.372","0.724","0.243","0.264","0.023","0.025","0.028","0.018"
"CDZ171","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.751","2.338","0.978","1.028","1.989","0.953","0.265","0.104","0.038","0.081","0.046"
"SEK402","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.954","1.261","1.843","1.629","3.447","0.847","","","","",""
"ACA416","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","1.045","1.538","0.363","0.537","0.891","0.378","0.053","0.377","0.049","0.044","0.26"
"PRK134","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.567","1.204","1.205","0.397","1.595","0.729","0.195","0.056","0.04","0.078","0.071"
"IRL141","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.87","2.221","1.291","0.254","1.541","0.402","0.326","3.005","0.389","0.17","4.885"
