"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"NPT006","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.106","0.212","0.135","0.142","0.274","0.106","0.017","0.02","0.006","0.017","0.017"
"HOX148","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.493","0.86","0.503","0.441","0.937","0.369","0.187","0.023","0.034","0.051","0.034"
"EGB181","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.6","1.056","2.541","0.212","2.75","0.977","0.258","0.234","0.037","0.041","0.32"
"PRK134","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.705","2.17","1.574","0.531","2.097","1.146","0.251","0.018","0.055","0.076","0.037"
"MCK231","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","12.371","3.01","1.724","2.558","4.241","1.348","0.193","0.12","0.029","0.052","0.044"
"BEL116","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","6.65","8.308","0.214","3.161","3.325","2.664","0.209","0.152","0.049","0.087",""
"BFT142","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","2.425","2.197","1.125","0.758","1.871","0.767","0.113","0.585","0.074","0.062","0.449"
"HWF187","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","0.874","1.554","0.207","0.517","0.716","0.53","0.106","0.062","0.024","0.031","0.038"
"BBE401","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.399","1.351","0.387","0.483","0.862","0.413","0.491","0.132","0.032","0.038","0.032"
"ROM406","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","0.307","0.497","0.149","0.46","0.602","0.199","0.083","0.018","0.012","0.023","0.013"
"CAD150","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","1.354","3.405","0.629","1.47","2.076","1.047","0.218","0.366","0.07","0.097",""
"VPI120","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","5.496","8.395","0.122","1.635","1.731","2.186","0.174","0.069","0.038","0.066","0.03"
"SUM156","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.642","4.297","0.183","0.661","0.834","0.861","0.086","0.403","0.064","0.067","0.234"
"PIN414","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.268","1.021","0.86","0.547","1.399","0.199","0.176","0.82","0.123","0.074","0.906"
"LAV410","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.257","0.54","0.283","0.564","0.837","0.262","0.111","0.064","0.022","0.074","0.015"
"LYE145","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","5.642","1.826","0.33","1.992","2.291","0.562","0.067","0.157","0.019","0.029",""
"ARE128","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","1.302","2.924","0.295","1.262","1.537","1.065","0.178","0.07","0.032","0.075","0.038"
"ROM406","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","0.175","0.276","0.111","0.2","0.308","0.125","0.023","0.011","0.003","0.007","0.013"
"CAT175","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","3.504","2.571","0.383","1.869","2.223","0.926","0.107","0.049","0.019","0.032",""
"GRS420","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.261","1.267","0.136","0.788","0.912","0.367","0.173","0.063","0.033","0.062","0.016"
"COW137","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.379","1.12","0.386","0.355","0.735","0.504","0.08","0.063","0.018","0.159","0.049"
"PED108","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","","","","","","","","","","",""
"NCS415","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","","","","","","","","","","",""
"THR422","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.381","1.237","0.886","0.505","1.383","0.541","","","","",""
"ALC188","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.958","1.793","0.652","0.587","1.229","0.364","0.205","0.627","0.084","0.147","0.435"
"SAL133","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","10.949","3.11","5.318","1.455","6.75","2.387","","","","",""
"BVL130","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.603","1.154","1.786","0.525","2.302","0.72","0.587","0.057","0.096","0.083","0.056"
"GAS153","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.415","1.11","0.509","0.669","1.168","0.385","0.162","0.233","0.049","0.102","0.137"
"MEV405","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.82","0.795","0.357","0.54","0.889","0.246","","","","",""
"CAD150","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.526","2.031","0.456","0.679","1.124","0.493","0.254","0.266","0.064","0.102","0.095"
"VPI120","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.525","0.985","0.382","0.665","1.036","0.35","0.169","0.093","0.034","0.041","0.072"
"CAD150","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.624","2.103","0.389","0.754","1.131","0.611","0.194","0.243","0.047","0.088","0.051"
"HOW132","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","1.018","1.818","0.282","0.595","0.868","0.498","0.052","0.202","0.031","0.037","0.064"
"MKG113","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","3.164","2.341","0.667","0.803","1.457","0.887","0.201","0.06","0.027","0.084","0.038"
"CAD150","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.934","3.531","0.211","1.078","1.272","0.93","0.203","0.268","0.063","0.123","0.056"
"CND125","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","6.797","3.216","1.286","2.096","3.348","1.362","","","","",""
"STK138","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","5.264","2.523","6.349","0.387","6.73","2.555","0.441","0.144","0.132","0.051","0.211"
"DCP114","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.731","1.236","0.767","0.875","1.628","0.55","0.27","0.045","0.057","0.076","0.031"
"MEV405","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.31","0.631","0.161","0.695","0.845","0.241","0.14","0.031","0.017","0.022","0.014"
"LAV410","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.122","0.195","0.089","0.105","0.192","0.083","0.021","0.029","0.005","0.009","0.017"
"WST109","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","1.048","1.886","0.158","0.544","0.693","0.6","","","","",""
"MCK231","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","3.659","8.36","0.317","2.701","2.975","2.789","0.244","0.052","0.037","0.077",""
"CHA467","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.393","0.838","0.409","0.398","0.801","0.271","0.36","0.16","0.056","0.083","0.098"
"PET427","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","1.511","0.51","0.289","1.011","1.285","0.2","0.127","0.032","0.013","0.016","0.016"
"BVL130","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","1.491","2.898","0.564","1.771","2.307","0.907","0.646","0.049","0.155","0.077","0.033"
"FOR605","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.397","0.473","0.137","0.718","0.843","0.177","0.247","0.023","0.034","0.041","0.014"
"CAD150","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.812","3.225","0.216","1.015","1.215","0.844","0.215","0.261","0.061","0.12","0.04"
"SAL133","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","4.593","6.752","0.675","4.114","4.723","2.159","","","","",""
"CTH110","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","5.126","2.493","0.732","1.965","2.666","0.946","","","","",""
"MAC426","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","1.22","1.348","1.288","0.726","2.002","0.681","0.216","0.116","0.029","0.055","0.055"
"CHE185","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.432","1.589","0.31","0.739","1.037","0.435","0.27","0.145","0.046","0.096","0.035"
"PND165","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.192","0.289","0.104","0.174","0.276","0.103","0.069","0.026","0.011","0.012","0.014"
"DIN431","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.375","0.535","0.248","0.353","0.595","0.178","0.35","0.072","0.046","0.032","0.032"
"THR422","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","1.081","0.78","0.991","0.316","1.302","0.475","0.118","0.076","0.018","0.02","0.06"
"IRL141","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","2.05","3.035","2.39","0.726","3.105","0.573","0.454","2.909","0.404","0.204","4.58"
"CDR119","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.564","1.259","0.17","0.381","0.545","0.412","0.235","0.037","0.024","0.064","0.033"
"CHA467","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","0.545","0.913","0.248","0.429","0.67","0.327","0.155","0.075","0.022","0.038","0.02"
"CND125","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","2.053","3.121","0.567","1.071","1.621","1.082","0.132","0.192","0.042","0.091","0.053"
"DCP114","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","7.209","4.297","1.279","3.055","4.285","1.683","0.289","0.078","0.066","0.069",""
"SAL133","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","","","","","","","","","","",""
"VIN140","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","9.4","4.788","2.391","1.925","4.285","1.863","0.817","0.059","0.097","0.094",""
"CDR119","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","","","","","","","","","","",""
"BVL130","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","2.463","1.655","2.961","0.43","3.384","1.295","0.32","0.075","0.046","0.045","0.116"
"EGB181","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","3.166","2.35","2.207","0.775","2.97","1.206","0.884","0.132","0.064","0.048",""
"PNF126","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.622","3.864","0.102","0.801","0.89","1.286","0.122","0.061","0.025","0.066","0.029"
"CAD150","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.538","1.711","0.243","0.54","0.774","0.525","0.203","0.085","0.029","0.092","0.034"
"OXF122","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","3.734","5.385","0.39","2.229","2.583","1.89","0.439","0.048","0.098","0.127","0.036"
"JOT403","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","0.378","0.454","0.879","1.501","2.356","0.259","","","","",""
"BVL130","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","5.039","2.815","5.951","0.697","6.637","2.528","0.319","0.147","0.05","0.08","0.175"
"GRC474","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","0.323","0.708","0.343","0.598","0.931","0.24","0.21","0.075","0.04","0.037","0.021"
"JOT403","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.366","0.623","0.558","1.088","1.629","0.219","0.272","0.168","0.042","0.043","0.045"
"WNC429","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.394","0.58","0.181","0.498","0.672","0.242","0.295","0.024","0.026","0.029","0.015"
"PNF126","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","3.209","1.487","0.285","1.156","1.423","0.465","0.098","0.058","0.016","0.03","0.036"
"DEN417","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.271","0.208","0.047","0.036","0.082","0.071","0.018","0.043","0.008","0.011","0.058"
"CVL151","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","1.039","4.043","0.219","1.184","1.384","1.117","0.164","0.11","0.039","0.095",""
"YEL408","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","0.682","0.487","0.22","0.211","0.428","0.166","0.136","0.032","0.02","0.02",""
"PET427","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.28","0.822","0.28","0.887","1.153","0.286","0.246","0.11","0.032","0.039","0.045"
"CVL151","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","2.392","2.008","0.851","1.156","1.988","0.732","0.184","0.163","0.035","0.065","0.087"
"NCS415","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","0.111","0.279","0.069","0.07","0.138","0.101","0.014","0.043","0.005","0.017",""
"ANA115","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","3.65","6.1","0.286","2.306","2.555","2.002","0.407","0.033","0.103","0.101","0.033"
"SEK430","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","1.915","1.837","1.028","1.971","2.967","0.756","0.447","0.299","0.102","0.222","0.049"
"MKG113","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.901","1.178","0.501","0.729","1.218","0.457","0.21","0.055","0.028","0.074","0.034"
"CND125","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.782","1.997","0.559","0.777","1.323","0.628","0.122","0.343","0.058","0.074","0.22"
"GRB411","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.136","0.504","0.181","0.474","0.648","0.191","0.365","0.076","0.037","0.04","0.032"
"SAN189","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.373","0.866","1.631","0.203","1.831","0.678","0.288","0.053","0.043","0.041","0.063"
"PAL190","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.785","1.402","0.672","0.557","1.22","0.483","0.491","0.097","0.057","0.08","0.032"
"PAL190","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.824","1.77","0.783","0.772","1.543","0.497","0.591","0.181","0.081","0.094","0.053"
"SHN418","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","4.653","3.975","0.558","2.361","2.881","1.434","0.166","0.113","0.034","0.05",""
"SPD111","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","4.278","4.45","0.457","1.959","2.386","1.519","0.513","0.034","0.04","0.07","0.033"
"OXF122","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","3.928","2.201","1.651","1.221","2.853","1.033","0.398","0.056","0.074","0.082","0.044"
"JOT403","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.462","1.403","2.306","2.559","4.825","0.668","","","","",""
"CDZ171","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.715","1.78","0.285","0.906","1.176","0.537","0.243","0.106","0.041","0.09","0.036"
"POF425","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.335","0.481","0.091","0.086","0.176","0.142","","","","",""
"THR422","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.548","0.687","0.415","0.361","0.77","0.289","0.404","0.047","0.058","0.04","0.025"
"BVL130","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","2.175","2.203","1.414","0.933","2.332","0.925","0.723","0.079","0.122","0.095","0.089"
"PAR107","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.359","0.939","0.366","0.358","0.718","0.351","0.186","0.035","0.022","0.066","0.034"
"CDZ171","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","3.983","5.946","0.302","1.59","1.867","1.865","0.284","0.067","0.044","0.103","0.034"
"PRK134","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.595","0.907","0.837","0.42","1.251","0.384","0.446","0.022","0.06","0.055","0.036"
"CON186","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.175","0.321","0.558","0.524","1.074","0.167","0.089","0.08","0.019","0.017","0.029"
"RED004","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.53","0.667","1.309","0.212","1.517","0.497","0.154","0.107","0.042","0.042","0.109"
"DEN417","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.123","0.418","0.041","0.141","0.179","0.194","0.029","0.017","0.01","0.053","0.016"
"CVL151","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.502","2.322","0.234","0.736","0.958","0.68","0.189","0.156","0.044","0.104","0.038"
"ESP127","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.998","2.102","0.394","0.908","1.287","0.684","0.183","0.134","0.035","0.064","0.038"
"JOT403","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.883","1.305","1.123","1.916","3.008","0.398","0.57","0.386","0.089","0.117","0.079"
"GRC474","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.131","0.38","0.235","0.297","0.527","0.126","0.142","0.064","0.025","0.023","0.026"
"ABT147","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","4.411","2.995","1.122","2.135","3.223","1.128","0.128","0.331","0.05","0.053",""
"ACA416","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.458","0.984","0.402","0.212","0.61","0.248","0.06","0.574","0.071","0.064","0.649"
"HWF187","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.372","0.794","0.196","0.247","0.439","0.279","0.094","0.052","0.018","0.026","0.038"
"LRL117","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","5.114","2.972","0.451","0.965","1.4","1.053","0.227","0.074","0.032","0.054","0.047"
"QAK172","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","15.839","5.039","1.714","3.282","4.944","1.914","0.386","0.139","0.076","0.068",""
"BEL116","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.789","1.284","0.88","1.033","1.897","0.53","0.199","0.197","0.047","0.055","0.103"
"KIC003","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.798","1.662","1.91","0.878","2.774","0.747","1.667","0.093","0.062","0.095","0.033"
"ALH157","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","4.919","3.222","2.035","1.437","3.449","1.338","0.791","0.138","0.085","0.106",""
"ABT147","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.259","0.692","0.617","0.525","1.134","0.251","0.085","0.293","0.044","0.055","0.255"
"LRL117","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","9.882","3.81","0.303","1.317","1.599","1.298","0.184","0.1","0.025","0.052",""
"ASH135","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","1.895","1.364","0.468","0.307","0.77","0.304","0.179","0.162","0.04","0.294","0.129"
"WFM105","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.222","0.518","0.265","0.351","0.61","0.2","0.088","0.055","0.017","0.026","0.022"
"CNT169","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.186","0.214","0.074","0.141","0.213","0.095","0.024","0.008","0.004","0.006","0.013"
"KEF112","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","7.02","3.49","0.524","1.74","2.236","1.138","0.181","0.088","0.039","0.056",""
"STK138","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","2.199","2.412","1.877","0.958","2.819","1.156","0.608","0.036","0.151","0.079","0.041"
"BEL116","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","6.222","7.662","0.157","3.358","3.461","2.413","0.243","0.133","0.052","0.145",""
"CHE185","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","1.545","3.692","0.496","1.483","1.956","1.146","0.357","0.176","0.062","0.111","0.035"
"PAR107","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","5.536","2.842","0.87","1.1","1.952","0.942","0.339","0.079","0.029","0.112","0.061"
"NPT006","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.108","0.32","0.093","0.23","0.319","0.12","0.047","0.026","0.013","0.027","0.017"
"ABT147","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.465","0.727","1.063","0.5","1.555","0.403","0.077","0.318","0.033","0.055","0.285"
"ESP127","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.776","2.442","0.316","0.921","1.222","0.758","0.232","0.177","0.047","0.077","0.069"
"MCK131","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","1.296","2.101","0.757","0.883","1.626","0.825","0.288","0.053","0.038","0.063","0.038"
"EGB181","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","1.04","1.285","1.227","0.586","1.803","0.633","0.347","0.078","0.051","0.049","0.089"
"YOS404","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.282","0.872","0.437","0.462","0.892","0.28","0.14","0.139","0.039","0.048","0.035"
"CNT169","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.185","0.248","0.077","0.165","0.239","0.097","0.023","0.007","0.004","0.015","0.013"
"SND152","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","1.008","2.68","0.654","1.211","1.846","0.937","0.249","0.277","0.064","0.111","0.133"
"ARE128","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","1.585","1.867","0.959","1.452","2.388","0.828","0.197","0.128","0.038","0.066","0.078"
"YEL408","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.372","0.274","0.092","0.128","0.218","0.111","0.078","0.021","0.01","0.02","0.013"
"BFT142","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.788","1.03","0.892","0.379","1.264","0.337","0.101","0.71","0.088","0.128","0.843"
"MKG113","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","5.369","2.174","2.623","0.867","3.477","1.31","0.238","0.376","0.035","0.063","0.286"
"CNT169","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.318","0.605","0.166","0.54","0.697","0.25","0.153","0.035","0.023","0.036","0.012"
"CDR119","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","1.087","1.863","0.195","0.685","0.869","0.627","0.216","0.062","0.034","0.061","0.034"
"SAL133","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","1.515","1.997","1.912","1.079","2.974","1.105","0.288","0.102","0.077","0.06","0.052"
"CKT136","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","2.845","1.944","0.705","1.27","1.955","0.759","0.155","0.121","0.022","0.043","0.048"
"CND125","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.679","1.09","0.629","0.701","1.319","0.461","0.067","0.151","0.029","0.059","0.094"
"MKG113","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","16.13","2.863","1.941","1.66","3.575","1.268","0.177","0.248","0.027","0.054","0.143"
"KNZ184","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.748","1.823","1.559","0.865","2.41","0.642","1.231","0.097","0.059","0.107","0.03"
"MEV405","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.192","0.623","0.189","0.714","0.892","0.233","0.233","0.057","0.027","0.032","0.024"
"ANA115","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","1.026","2.031","0.278","1.131","1.391","0.691","0.258","0.03","0.064","0.091","0.033"
"SAL133","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","7.258","4.371","2.62","2.693","5.24","1.77","","","","",""
"ALH157","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","4.283","6.085","0.741","2.948","3.642","2.087","0.534","0.074","0.074","0.11",""
"BBE401","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.887","1.257","0.405","0.555","0.951","0.42","0.461","0.089","0.033","0.055","0.026"
"CND125","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.591","1.566","0.394","0.549","0.934","0.575","0.099","0.117","0.03","0.074","0.05"
"BFT142","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","2.749","4.127","0.777","1.032","1.793","0.912","0.339","1.178","0.165","0.099","1.321"
"WSP144","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.285","1.272","1.77","0.94","2.695","0.751","0.143","0.343","0.053","0.061","0.335"
"NCS415","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.182","0.593","0.135","0.208","0.34","0.23","0.025","0.074","0.013","0.047","0.056"
"WSP144","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","5.849","6.251","0.372","4.38","4.683","1.969","","","","",""
"CAN407","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.241","0.779","0.308","0.349","0.651","0.216","0.433","0.105","0.06","0.058","0.056"
"POF425","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","0.297","0.677","0.074","0.139","0.211","0.185","0.048","0.038","0.015","0.017",""
"UVL124","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","6.147","2.477","3.77","0.997","4.751","1.622","0.431","0.248","0.075","0.073",""
"PET427","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.358","0.262","0.195","0.408","0.596","0.1","0.097","0.044","0.011","0.014","0.018"
"PNF126","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","2.371","3.318","0.279","1.212","1.471","0.975","0.151","0.055","0.027","0.049","0.03"
"ACA416","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.571","1.037","0.192","0.495","0.678","0.314","0.051","0.211","0.032","0.039","0.13"
"GRC474","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.376","0.324","0.143","0.653","0.785","0.12","0.052","0.02","0.008","0.01","0.014"
"ANA115","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","2.763","2.356","1.179","1.068","2.23","0.969","0.282","0.067","0.069","0.065","0.079"
"MEV405","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","0.662","0.414","0.111","1.008","1.103","0.149","0.038","0.011","0.005","0.011","0.014"
"SEK402","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.649","0.837","1.379","1.326","2.684","0.581","0.168","0.117","0.038","0.075","0.039"
"IRL141","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","1.808","2.797","1.548","0.32","1.863","0.448","0.381","3.977","0.507","0.207","6.33"
"DCP114","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","8.426","3.94","1.323","2.186","3.475","1.534","0.373","0.117","0.072","0.081",""
"PRK134","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.268","0.579","1.024","0.247","1.266","0.44","0.259","0.03","0.05","0.044","0.046"
"NCS415","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","0.151","0.228","0.061","0.044","0.104","0.086","","","","",""
"ROM206","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.114","0.237","0.23","0.189","0.415","0.137","0.034","0.033","0.005","0.01","0.034"
"VIN140","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.924","1.724","0.54","0.964","1.489","0.554","1.143","0.064","0.09","0.109","0.033"
